version,loader,backend,object,direction,minimum_mode,accessor,thread_context_rule,owner,invalidation,close_behavior,test_id,unsupported_reason,neoform_origin,source_origin,manifest_sha256,generated_sources_sha256,signature_set_sha256,origin_artifact,origin_sha256,delta_profile,delta_profile_sha256
MC26.1.2,Fabric,unknown,shader-module,MINECRAFT_TO_LUMIN,UNSUPPORTED,none-backend-unresolved,backend-context-and-thread-must-be-resolved-before-enable,NONE,live-token-required-before-enable,no-lease-no-close,bridge-MC26.1.2-Fabric-unknown-shader-module-MINECRAFT_TO_LUMIN,BACKEND_MISMATCH,26.1.2-1,loom-mojang-sources,f5ba20713963db05c337a3fee26291b6f45728f04259520b2a805cdeb65c9e03,a85a9b77f4946f753ed64867492749bd8b21247e86682caddd1ae43ed12a49c2,4f7322d60daea68f820c263b3dcabe9600324582906fc30f27d30b400b178c50,net.neoforged:neoform:26.1.2-1@zip,3eb9f8cc282badfbc210a27a8304f14cc58fa40401a94072874dfaded3c8cb52,vanilla-26.1.2-to-26.2-v1,f9dc86cf5fd32eecfcde50418711f002085122219a4258db121de678b3609677
MC26.1.2,Fabric,unknown,shader-module,LUMIN_TO_MINECRAFT,UNSUPPORTED,none-backend-unresolved,backend-context-and-thread-must-be-resolved-before-enable,NONE,live-token-required-before-enable,no-lease-no-close,bridge-MC26.1.2-Fabric-unknown-shader-module-LUMIN_TO_MINECRAFT,BACKEND_MISMATCH,26.1.2-1,loom-mojang-sources,f5ba20713963db05c337a3fee26291b6f45728f04259520b2a805cdeb65c9e03,a85a9b77f4946f753ed64867492749bd8b21247e86682caddd1ae43ed12a49c2,4f7322d60daea68f820c263b3dcabe9600324582906fc30f27d30b400b178c50,net.neoforged:neoform:26.1.2-1@zip,3eb9f8cc282badfbc210a27a8304f14cc58fa40401a94072874dfaded3c8cb52,vanilla-26.1.2-to-26.2-v1,f9dc86cf5fd32eecfcde50418711f002085122219a4258db121de678b3609677
MC26.1.2,Fabric,unknown,sampler,MINECRAFT_TO_LUMIN,UNSUPPORTED,none-backend-unresolved,backend-context-and-thread-must-be-resolved-before-enable,NONE,live-token-required-before-enable,no-lease-no-close,bridge-MC26.1.2-Fabric-unknown-sampler-MINECRAFT_TO_LUMIN,BACKEND_MISMATCH,26.1.2-1,loom-mojang-sources,f5ba20713963db05c337a3fee26291b6f45728f04259520b2a805cdeb65c9e03,a85a9b77f4946f753ed64867492749bd8b21247e86682caddd1ae43ed12a49c2,4f7322d60daea68f820c263b3dcabe9600324582906fc30f27d30b400b178c50,net.neoforged:neoform:26.1.2-1@zip,3eb9f8cc282badfbc210a27a8304f14cc58fa40401a94072874dfaded3c8cb52,vanilla-26.1.2-to-26.2-v1,f9dc86cf5fd32eecfcde50418711f002085122219a4258db121de678b3609677
MC26.1.2,Fabric,unknown,sampler,LUMIN_TO_MINECRAFT,UNSUPPORTED,none-backend-unresolved,backend-context-and-thread-must-be-resolved-before-enable,NONE,live-token-required-before-enable,no-lease-no-close,bridge-MC26.1.2-Fabric-unknown-sampler-LUMIN_TO_MINECRAFT,BACKEND_MISMATCH,26.1.2-1,loom-mojang-sources,f5ba20713963db05c337a3fee26291b6f45728f04259520b2a805cdeb65c9e03,a85a9b77f4946f753ed64867492749bd8b21247e86682caddd1ae43ed12a49c2,4f7322d60daea68f820c263b3dcabe9600324582906fc30f27d30b400b178c50,net.neoforged:neoform:26.1.2-1@zip,3eb9f8cc282badfbc210a27a8304f14cc58fa40401a94072874dfaded3c8cb52,vanilla-26.1.2-to-26.2-v1,f9dc86cf5fd32eecfcde50418711f002085122219a4258db121de678b3609677
MC26.1.2,Fabric,unknown,pipeline,MINECRAFT_TO_LUMIN,UNSUPPORTED,none-backend-unresolved,backend-context-and-thread-must-be-resolved-before-enable,NONE,live-token-required-before-enable,no-lease-no-close,bridge-MC26.1.2-Fabric-unknown-pipeline-MINECRAFT_TO_LUMIN,BACKEND_MISMATCH,26.1.2-1,loom-mojang-sources,f5ba20713963db05c337a3fee26291b6f45728f04259520b2a805cdeb65c9e03,a85a9b77f4946f753ed64867492749bd8b21247e86682caddd1ae43ed12a49c2,4f7322d60daea68f820c263b3dcabe9600324582906fc30f27d30b400b178c50,net.neoforged:neoform:26.1.2-1@zip,3eb9f8cc282badfbc210a27a8304f14cc58fa40401a94072874dfaded3c8cb52,vanilla-26.1.2-to-26.2-v1,f9dc86cf5fd32eecfcde50418711f002085122219a4258db121de678b3609677
MC26.1.2,Fabric,unknown,pipeline,LUMIN_TO_MINECRAFT,UNSUPPORTED,none-backend-unresolved,backend-context-and-thread-must-be-resolved-before-enable,NONE,live-token-required-before-enable,no-lease-no-close,bridge-MC26.1.2-Fabric-unknown-pipeline-LUMIN_TO_MINECRAFT,BACKEND_MISMATCH,26.1.2-1,loom-mojang-sources,f5ba20713963db05c337a3fee26291b6f45728f04259520b2a805cdeb65c9e03,a85a9b77f4946f753ed64867492749bd8b21247e86682caddd1ae43ed12a49c2,4f7322d60daea68f820c263b3dcabe9600324582906fc30f27d30b400b178c50,net.neoforged:neoform:26.1.2-1@zip,3eb9f8cc282badfbc210a27a8304f14cc58fa40401a94072874dfaded3c8cb52,vanilla-26.1.2-to-26.2-v1,f9dc86cf5fd32eecfcde50418711f002085122219a4258db121de678b3609677
MC26.1.2,Fabric,unknown,command-encoder,MINECRAFT_TO_LUMIN,UNSUPPORTED,none-backend-unresolved,backend-context-and-thread-must-be-resolved-before-enable,NONE,live-token-required-before-enable,no-lease-no-close,bridge-MC26.1.2-Fabric-unknown-command-encoder-MINECRAFT_TO_LUMIN,BACKEND_MISMATCH,26.1.2-1,loom-mojang-sources,f5ba20713963db05c337a3fee26291b6f45728f04259520b2a805cdeb65c9e03,a85a9b77f4946f753ed64867492749bd8b21247e86682caddd1ae43ed12a49c2,4f7322d60daea68f820c263b3dcabe9600324582906fc30f27d30b400b178c50,net.neoforged:neoform:26.1.2-1@zip,3eb9f8cc282badfbc210a27a8304f14cc58fa40401a94072874dfaded3c8cb52,vanilla-26.1.2-to-26.2-v1,f9dc86cf5fd32eecfcde50418711f002085122219a4258db121de678b3609677
MC26.1.2,Fabric,unknown,command-encoder,LUMIN_TO_MINECRAFT,UNSUPPORTED,none-backend-unresolved,backend-context-and-thread-must-be-resolved-before-enable,NONE,live-token-required-before-enable,no-lease-no-close,bridge-MC26.1.2-Fabric-unknown-command-encoder-LUMIN_TO_MINECRAFT,BACKEND_MISMATCH,26.1.2-1,loom-mojang-sources,f5ba20713963db05c337a3fee26291b6f45728f04259520b2a805cdeb65c9e03,a85a9b77f4946f753ed64867492749bd8b21247e86682caddd1ae43ed12a49c2,4f7322d60daea68f820c263b3dcabe9600324582906fc30f27d30b400b178c50,net.neoforged:neoform:26.1.2-1@zip,3eb9f8cc282badfbc210a27a8304f14cc58fa40401a94072874dfaded3c8cb52,vanilla-26.1.2-to-26.2-v1,f9dc86cf5fd32eecfcde50418711f002085122219a4258db121de678b3609677
MC26.1.2,Fabric,unknown,render-pass,MINECRAFT_TO_LUMIN,UNSUPPORTED,none-backend-unresolved,backend-context-and-thread-must-be-resolved-before-enable,NONE,live-token-required-before-enable,no-lease-no-close,bridge-MC26.1.2-Fabric-unknown-render-pass-MINECRAFT_TO_LUMIN,BACKEND_MISMATCH,26.1.2-1,loom-mojang-sources,f5ba20713963db05c337a3fee26291b6f45728f04259520b2a805cdeb65c9e03,a85a9b77f4946f753ed64867492749bd8b21247e86682caddd1ae43ed12a49c2,4f7322d60daea68f820c263b3dcabe9600324582906fc30f27d30b400b178c50,net.neoforged:neoform:26.1.2-1@zip,3eb9f8cc282badfbc210a27a8304f14cc58fa40401a94072874dfaded3c8cb52,vanilla-26.1.2-to-26.2-v1,f9dc86cf5fd32eecfcde50418711f002085122219a4258db121de678b3609677
MC26.1.2,Fabric,unknown,render-pass,LUMIN_TO_MINECRAFT,UNSUPPORTED,none-backend-unresolved,backend-context-and-thread-must-be-resolved-before-enable,NONE,live-token-required-before-enable,no-lease-no-close,bridge-MC26.1.2-Fabric-unknown-render-pass-LUMIN_TO_MINECRAFT,BACKEND_MISMATCH,26.1.2-1,loom-mojang-sources,f5ba20713963db05c337a3fee26291b6f45728f04259520b2a805cdeb65c9e03,a85a9b77f4946f753ed64867492749bd8b21247e86682caddd1ae43ed12a49c2,4f7322d60daea68f820c263b3dcabe9600324582906fc30f27d30b400b178c50,net.neoforged:neoform:26.1.2-1@zip,3eb9f8cc282badfbc210a27a8304f14cc58fa40401a94072874dfaded3c8cb52,vanilla-26.1.2-to-26.2-v1,f9dc86cf5fd32eecfcde50418711f002085122219a4258db121de678b3609677
MC26.1.2,NeoForge,opengl,texture,MINECRAFT_TO_LUMIN,BORROWED_ZERO_COPY,native-texture-handle,exact-context-owner-render-thread-current-GLCapabilities-currentContextCheck,BORROWED,owner-token-invalidates-lease,idempotent-close-never-destroys-native,bridge-MC26.1.2-NeoForge-opengl-texture-MINECRAFT_TO_LUMIN,,26.1.2-1,neoform-official-mappings,f5ba20713963db05c337a3fee26291b6f45728f04259520b2a805cdeb65c9e03,a85a9b77f4946f753ed64867492749bd8b21247e86682caddd1ae43ed12a49c2,4f7322d60daea68f820c263b3dcabe9600324582906fc30f27d30b400b178c50,net.neoforged:neoform:26.1.2-1@zip,3eb9f8cc282badfbc210a27a8304f14cc58fa40401a94072874dfaded3c8cb52,vanilla-26.1.2-to-26.2-v1,f9dc86cf5fd32eecfcde50418711f002085122219a4258db121de678b3609677
MC26.1.2,NeoForge,opengl,texture,LUMIN_TO_MINECRAFT,BORROWED_ZERO_COPY,native-texture-handle,exact-context-owner-render-thread-current-GLCapabilities-currentContextCheck,BORROWED,owner-token-invalidates-lease,idempotent-close-never-destroys-native,bridge-MC26.1.2-NeoForge-opengl-texture-LUMIN_TO_MINECRAFT,,26.1.2-1,neoform-official-mappings,f5ba20713963db05c337a3fee26291b6f45728f04259520b2a805cdeb65c9e03,a85a9b77f4946f753ed64867492749bd8b21247e86682caddd1ae43ed12a49c2,4f7322d60daea68f820c263b3dcabe9600324582906fc30f27d30b400b178c50,net.neoforged:neoform:26.1.2-1@zip,3eb9f8cc282badfbc210a27a8304f14cc58fa40401a94072874dfaded3c8cb52,vanilla-26.1.2-to-26.2-v1,f9dc86cf5fd32eecfcde50418711f002085122219a4258db121de678b3609677
MC26.1.2,NeoForge,opengl,buffer,MINECRAFT_TO_LUMIN,BORROWED_ZERO_COPY,native-buffer-handle,exact-context-owner-render-thread-current-GLCapabilities-currentContextCheck,BORROWED,owner-token-invalidates-lease,idempotent-close-never-destroys-native,bridge-MC26.1.2-NeoForge-opengl-buffer-MINECRAFT_TO_LUMIN,,26.1.2-1,neoform-official-mappings,f5ba20713963db05c337a3fee26291b6f45728f04259520b2a805cdeb65c9e03,a85a9b77f4946f753ed64867492749bd8b21247e86682caddd1ae43ed12a49c2,4f7322d60daea68f820c263b3dcabe9600324582906fc30f27d30b400b178c50,net.neoforged:neoform:26.1.2-1@zip,3eb9f8cc282badfbc210a27a8304f14cc58fa40401a94072874dfaded3c8cb52,vanilla-26.1.2-to-26.2-v1,f9dc86cf5fd32eecfcde50418711f002085122219a4258db121de678b3609677
MC26.1.2,NeoForge,opengl,buffer,LUMIN_TO_MINECRAFT,BORROWED_ZERO_COPY,native-buffer-handle,exact-context-owner-render-thread-current-GLCapabilities-currentContextCheck,BORROWED,owner-token-invalidates-lease,idempotent-close-never-destroys-native,bridge-MC26.1.2-NeoForge-opengl-buffer-LUMIN_TO_MINECRAFT,,26.1.2-1,neoform-official-mappings,f5ba20713963db05c337a3fee26291b6f45728f04259520b2a805cdeb65c9e03,a85a9b77f4946f753ed64867492749bd8b21247e86682caddd1ae43ed12a49c2,4f7322d60daea68f820c263b3dcabe9600324582906fc30f27d30b400b178c50,net.neoforged:neoform:26.1.2-1@zip,3eb9f8cc282badfbc210a27a8304f14cc58fa40401a94072874dfaded3c8cb52,vanilla-26.1.2-to-26.2-v1,f9dc86cf5fd32eecfcde50418711f002085122219a4258db121de678b3609677
MC26.1.2,NeoForge,opengl,shader-module,MINECRAFT_TO_LUMIN,BORROWED_ZERO_COPY,native-shader-module-handle,exact-context-owner-render-thread-current-GLCapabilities-currentContextCheck,BORROWED,owner-token-invalidates-lease,idempotent-close-never-destroys-native,bridge-MC26.1.2-NeoForge-opengl-shader-module-MINECRAFT_TO_LUMIN,,26.1.2-1,neoform-official-mappings,f5ba20713963db05c337a3fee26291b6f45728f04259520b2a805cdeb65c9e03,a85a9b77f4946f753ed64867492749bd8b21247e86682caddd1ae43ed12a49c2,4f7322d60daea68f820c263b3dcabe9600324582906fc30f27d30b400b178c50,net.neoforged:neoform:26.1.2-1@zip,3eb9f8cc282badfbc210a27a8304f14cc58fa40401a94072874dfaded3c8cb52,vanilla-26.1.2-to-26.2-v1,f9dc86cf5fd32eecfcde50418711f002085122219a4258db121de678b3609677
MC26.1.2,NeoForge,opengl,shader-module,LUMIN_TO_MINECRAFT,BORROWED_ZERO_COPY,native-shader-module-handle,exact-context-owner-render-thread-current-GLCapabilities-currentContextCheck,BORROWED,owner-token-invalidates-lease,idempotent-close-never-destroys-native,bridge-MC26.1.2-NeoForge-opengl-shader-module-LUMIN_TO_MINECRAFT,,26.1.2-1,neoform-official-mappings,f5ba20713963db05c337a3fee26291b6f45728f04259520b2a805cdeb65c9e03,a85a9b77f4946f753ed64867492749bd8b21247e86682caddd1ae43ed12a49c2,4f7322d60daea68f820c263b3dcabe9600324582906fc30f27d30b400b178c50,net.neoforged:neoform:26.1.2-1@zip,3eb9f8cc282badfbc210a27a8304f14cc58fa40401a94072874dfaded3c8cb52,vanilla-26.1.2-to-26.2-v1,f9dc86cf5fd32eecfcde50418711f002085122219a4258db121de678b3609677
MC26.1.2,NeoForge,opengl,sampler,MINECRAFT_TO_LUMIN,REBUILT,shape-sampler-descriptor,source-access-on-exact-context-owner-render-thread,OWNED,source-token-invalidates-rebuild-input,idempotent-close-destroys-rebuilt-once,bridge-MC26.1.2-NeoForge-opengl-sampler-MINECRAFT_TO_LUMIN,,26.1.2-1,neoform-official-mappings,f5ba20713963db05c337a3fee26291b6f45728f04259520b2a805cdeb65c9e03,a85a9b77f4946f753ed64867492749bd8b21247e86682caddd1ae43ed12a49c2,4f7322d60daea68f820c263b3dcabe9600324582906fc30f27d30b400b178c50,net.neoforged:neoform:26.1.2-1@zip,3eb9f8cc282badfbc210a27a8304f14cc58fa40401a94072874dfaded3c8cb52,vanilla-26.1.2-to-26.2-v1,f9dc86cf5fd32eecfcde50418711f002085122219a4258db121de678b3609677
MC26.1.2,NeoForge,opengl,sampler,LUMIN_TO_MINECRAFT,REBUILT,shape-sampler-descriptor,source-access-on-exact-context-owner-render-thread,OWNED,source-token-invalidates-rebuild-input,idempotent-close-destroys-rebuilt-once,bridge-MC26.1.2-NeoForge-opengl-sampler-LUMIN_TO_MINECRAFT,,26.1.2-1,neoform-official-mappings,f5ba20713963db05c337a3fee26291b6f45728f04259520b2a805cdeb65c9e03,a85a9b77f4946f753ed64867492749bd8b21247e86682caddd1ae43ed12a49c2,4f7322d60daea68f820c263b3dcabe9600324582906fc30f27d30b400b178c50,net.neoforged:neoform:26.1.2-1@zip,3eb9f8cc282badfbc210a27a8304f14cc58fa40401a94072874dfaded3c8cb52,vanilla-26.1.2-to-26.2-v1,f9dc86cf5fd32eecfcde50418711f002085122219a4258db121de678b3609677
MC26.1.2,NeoForge,opengl,pipeline,MINECRAFT_TO_LUMIN,REBUILT,shape-pipeline-descriptor,source-access-on-exact-context-owner-render-thread,OWNED,source-token-invalidates-rebuild-input,idempotent-close-destroys-rebuilt-once,bridge-MC26.1.2-NeoForge-opengl-pipeline-MINECRAFT_TO_LUMIN,,26.1.2-1,neoform-official-mappings,f5ba20713963db05c337a3fee26291b6f45728f04259520b2a805cdeb65c9e03,a85a9b77f4946f753ed64867492749bd8b21247e86682caddd1ae43ed12a49c2,4f7322d60daea68f820c263b3dcabe9600324582906fc30f27d30b400b178c50,net.neoforged:neoform:26.1.2-1@zip,3eb9f8cc282badfbc210a27a8304f14cc58fa40401a94072874dfaded3c8cb52,vanilla-26.1.2-to-26.2-v1,f9dc86cf5fd32eecfcde50418711f002085122219a4258db121de678b3609677
MC26.1.2,NeoForge,opengl,pipeline,LUMIN_TO_MINECRAFT,REBUILT,shape-pipeline-descriptor,source-access-on-exact-context-owner-render-thread,OWNED,source-token-invalidates-rebuild-input,idempotent-close-destroys-rebuilt-once,bridge-MC26.1.2-NeoForge-opengl-pipeline-LUMIN_TO_MINECRAFT,,26.1.2-1,neoform-official-mappings,f5ba20713963db05c337a3fee26291b6f45728f04259520b2a805cdeb65c9e03,a85a9b77f4946f753ed64867492749bd8b21247e86682caddd1ae43ed12a49c2,4f7322d60daea68f820c263b3dcabe9600324582906fc30f27d30b400b178c50,net.neoforged:neoform:26.1.2-1@zip,3eb9f8cc282badfbc210a27a8304f14cc58fa40401a94072874dfaded3c8cb52,vanilla-26.1.2-to-26.2-v1,f9dc86cf5fd32eecfcde50418711f002085122219a4258db121de678b3609677
MC26.1.2,NeoForge,opengl,command-encoder,MINECRAFT_TO_LUMIN,IN_PLACE_ADAPTER,shape-command-encoder-delegate,each-call-on-exact-context-owner-render-thread,BORROWED,owner-token-invalidates-adapter,idempotent-close-never-destroys-delegate,bridge-MC26.1.2-NeoForge-opengl-command-encoder-MINECRAFT_TO_LUMIN,,26.1.2-1,neoform-official-mappings,f5ba20713963db05c337a3fee26291b6f45728f04259520b2a805cdeb65c9e03,a85a9b77f4946f753ed64867492749bd8b21247e86682caddd1ae43ed12a49c2,4f7322d60daea68f820c263b3dcabe9600324582906fc30f27d30b400b178c50,net.neoforged:neoform:26.1.2-1@zip,3eb9f8cc282badfbc210a27a8304f14cc58fa40401a94072874dfaded3c8cb52,vanilla-26.1.2-to-26.2-v1,f9dc86cf5fd32eecfcde50418711f002085122219a4258db121de678b3609677
MC26.1.2,NeoForge,opengl,command-encoder,LUMIN_TO_MINECRAFT,IN_PLACE_ADAPTER,shape-command-encoder-delegate,each-call-on-exact-context-owner-render-thread,BORROWED,owner-token-invalidates-adapter,idempotent-close-never-destroys-delegate,bridge-MC26.1.2-NeoForge-opengl-command-encoder-LUMIN_TO_MINECRAFT,,26.1.2-1,neoform-official-mappings,f5ba20713963db05c337a3fee26291b6f45728f04259520b2a805cdeb65c9e03,a85a9b77f4946f753ed64867492749bd8b21247e86682caddd1ae43ed12a49c2,4f7322d60daea68f820c263b3dcabe9600324582906fc30f27d30b400b178c50,net.neoforged:neoform:26.1.2-1@zip,3eb9f8cc282badfbc210a27a8304f14cc58fa40401a94072874dfaded3c8cb52,vanilla-26.1.2-to-26.2-v1,f9dc86cf5fd32eecfcde50418711f002085122219a4258db121de678b3609677
MC26.1.2,NeoForge,opengl,render-pass,MINECRAFT_TO_LUMIN,IN_PLACE_ADAPTER,shape-render-pass-delegate,each-call-on-exact-context-owner-render-thread,BORROWED,owner-token-invalidates-adapter,idempotent-close-never-destroys-delegate,bridge-MC26.1.2-NeoForge-opengl-render-pass-MINECRAFT_TO_LUMIN,,26.1.2-1,neoform-official-mappings,f5ba20713963db05c337a3fee26291b6f45728f04259520b2a805cdeb65c9e03,a85a9b77f4946f753ed64867492749bd8b21247e86682caddd1ae43ed12a49c2,4f7322d60daea68f820c263b3dcabe9600324582906fc30f27d30b400b178c50,net.neoforged:neoform:26.1.2-1@zip,3eb9f8cc282badfbc210a27a8304f14cc58fa40401a94072874dfaded3c8cb52,vanilla-26.1.2-to-26.2-v1,f9dc86cf5fd32eecfcde50418711f002085122219a4258db121de678b3609677
MC26.1.2,NeoForge,opengl,render-pass,LUMIN_TO_MINECRAFT,IN_PLACE_ADAPTER,shape-render-pass-delegate,each-call-on-exact-context-owner-render-thread,BORROWED,owner-token-invalidates-adapter,idempotent-close-never-destroys-delegate,bridge-MC26.1.2-NeoForge-opengl-render-pass-LUMIN_TO_MINECRAFT,,26.1.2-1,neoform-official-mappings,f5ba20713963db05c337a3fee26291b6f45728f04259520b2a805cdeb65c9e03,a85a9b77f4946f753ed64867492749bd8b21247e86682caddd1ae43ed12a49c2,4f7322d60daea68f820c263b3dcabe9600324582906fc30f27d30b400b178c50,net.neoforged:neoform:26.1.2-1@zip,3eb9f8cc282badfbc210a27a8304f14cc58fa40401a94072874dfaded3c8cb52,vanilla-26.1.2-to-26.2-v1,f9dc86cf5fd32eecfcde50418711f002085122219a4258db121de678b3609677
MC26.1.2,NeoForge,vulkan,texture,MINECRAFT_TO_LUMIN,UNSUPPORTED,none-until-external-device-source,exact-external-device-context-and-token-required-before-enable,NONE,live-token-required-before-enable,no-lease-no-close,bridge-MC26.1.2-NeoForge-vulkan-texture-MINECRAFT_TO_LUMIN,ZERO_COPY_UNSAFE,26.1.2-1,neoform-official-mappings,f5ba20713963db05c337a3fee26291b6f45728f04259520b2a805cdeb65c9e03,a85a9b77f4946f753ed64867492749bd8b21247e86682caddd1ae43ed12a49c2,4f7322d60daea68f820c263b3dcabe9600324582906fc30f27d30b400b178c50,net.neoforged:neoform:26.1.2-1@zip,3eb9f8cc282badfbc210a27a8304f14cc58fa40401a94072874dfaded3c8cb52,vanilla-26.1.2-to-26.2-v1,f9dc86cf5fd32eecfcde50418711f002085122219a4258db121de678b3609677
MC26.1.2,NeoForge,vulkan,texture,LUMIN_TO_MINECRAFT,UNSUPPORTED,none-until-external-device-source,exact-external-device-context-and-token-required-before-enable,NONE,live-token-required-before-enable,no-lease-no-close,bridge-MC26.1.2-NeoForge-vulkan-texture-LUMIN_TO_MINECRAFT,ZERO_COPY_UNSAFE,26.1.2-1,neoform-official-mappings,f5ba20713963db05c337a3fee26291b6f45728f04259520b2a805cdeb65c9e03,a85a9b77f4946f753ed64867492749bd8b21247e86682caddd1ae43ed12a49c2,4f7322d60daea68f820c263b3dcabe9600324582906fc30f27d30b400b178c50,net.neoforged:neoform:26.1.2-1@zip,3eb9f8cc282badfbc210a27a8304f14cc58fa40401a94072874dfaded3c8cb52,vanilla-26.1.2-to-26.2-v1,f9dc86cf5fd32eecfcde50418711f002085122219a4258db121de678b3609677
MC26.1.2,NeoForge,vulkan,buffer,MINECRAFT_TO_LUMIN,UNSUPPORTED,none-until-external-device-source,exact-external-device-context-and-token-required-before-enable,NONE,live-token-required-before-enable,no-lease-no-close,bridge-MC26.1.2-NeoForge-vulkan-buffer-MINECRAFT_TO_LUMIN,ZERO_COPY_UNSAFE,26.1.2-1,neoform-official-mappings,f5ba20713963db05c337a3fee26291b6f45728f04259520b2a805cdeb65c9e03,a85a9b77f4946f753ed64867492749bd8b21247e86682caddd1ae43ed12a49c2,4f7322d60daea68f820c263b3dcabe9600324582906fc30f27d30b400b178c50,net.neoforged:neoform:26.1.2-1@zip,3eb9f8cc282badfbc210a27a8304f14cc58fa40401a94072874dfaded3c8cb52,vanilla-26.1.2-to-26.2-v1,f9dc86cf5fd32eecfcde50418711f002085122219a4258db121de678b3609677
MC26.1.2,NeoForge,vulkan,buffer,LUMIN_TO_MINECRAFT,UNSUPPORTED,none-until-external-device-source,exact-external-device-context-and-token-required-before-enable,NONE,live-token-required-before-enable,no-lease-no-close,bridge-MC26.1.2-NeoForge-vulkan-buffer-LUMIN_TO_MINECRAFT,ZERO_COPY_UNSAFE,26.1.2-1,neoform-official-mappings,f5ba20713963db05c337a3fee26291b6f45728f04259520b2a805cdeb65c9e03,a85a9b77f4946f753ed64867492749bd8b21247e86682caddd1ae43ed12a49c2,4f7322d60daea68f820c263b3dcabe9600324582906fc30f27d30b400b178c50,net.neoforged:neoform:26.1.2-1@zip,3eb9f8cc282badfbc210a27a8304f14cc58fa40401a94072874dfaded3c8cb52,vanilla-26.1.2-to-26.2-v1,f9dc86cf5fd32eecfcde50418711f002085122219a4258db121de678b3609677
MC26.1.2,NeoForge,vulkan,shader-module,MINECRAFT_TO_LUMIN,UNSUPPORTED,none-until-external-device-source,exact-external-device-context-and-token-required-before-enable,NONE,live-token-required-before-enable,no-lease-no-close,bridge-MC26.1.2-NeoForge-vulkan-shader-module-MINECRAFT_TO_LUMIN,ZERO_COPY_UNSAFE,26.1.2-1,neoform-official-mappings,f5ba20713963db05c337a3fee26291b6f45728f04259520b2a805cdeb65c9e03,a85a9b77f4946f753ed64867492749bd8b21247e86682caddd1ae43ed12a49c2,4f7322d60daea68f820c263b3dcabe9600324582906fc30f27d30b400b178c50,net.neoforged:neoform:26.1.2-1@zip,3eb9f8cc282badfbc210a27a8304f14cc58fa40401a94072874dfaded3c8cb52,vanilla-26.1.2-to-26.2-v1,f9dc86cf5fd32eecfcde50418711f002085122219a4258db121de678b3609677
MC26.1.2,NeoForge,vulkan,shader-module,LUMIN_TO_MINECRAFT,UNSUPPORTED,none-until-external-device-source,exact-external-device-context-and-token-required-before-enable,NONE,live-token-required-before-enable,no-lease-no-close,bridge-MC26.1.2-NeoForge-vulkan-shader-module-LUMIN_TO_MINECRAFT,ZERO_COPY_UNSAFE,26.1.2-1,neoform-official-mappings,f5ba20713963db05c337a3fee26291b6f45728f04259520b2a805cdeb65c9e03,a85a9b77f4946f753ed64867492749bd8b21247e86682caddd1ae43ed12a49c2,4f7322d60daea68f820c263b3dcabe9600324582906fc30f27d30b400b178c50,net.neoforged:neoform:26.1.2-1@zip,3eb9f8cc282badfbc210a27a8304f14cc58fa40401a94072874dfaded3c8cb52,vanilla-26.1.2-to-26.2-v1,f9dc86cf5fd32eecfcde50418711f002085122219a4258db121de678b3609677
MC26.1.2,NeoForge,vulkan,sampler,MINECRAFT_TO_LUMIN,UNSUPPORTED,none-until-external-device-source,exact-external-device-context-and-token-required-before-enable,NONE,live-token-required-before-enable,no-lease-no-close,bridge-MC26.1.2-NeoForge-vulkan-sampler-MINECRAFT_TO_LUMIN,ZERO_COPY_UNSAFE,26.1.2-1,neoform-official-mappings,f5ba20713963db05c337a3fee26291b6f45728f04259520b2a805cdeb65c9e03,a85a9b77f4946f753ed64867492749bd8b21247e86682caddd1ae43ed12a49c2,4f7322d60daea68f820c263b3dcabe9600324582906fc30f27d30b400b178c50,net.neoforged:neoform:26.1.2-1@zip,3eb9f8cc282badfbc210a27a8304f14cc58fa40401a94072874dfaded3c8cb52,vanilla-26.1.2-to-26.2-v1,f9dc86cf5fd32eecfcde50418711f002085122219a4258db121de678b3609677
MC26.1.2,NeoForge,vulkan,sampler,LUMIN_TO_MINECRAFT,UNSUPPORTED,none-until-external-device-source,exact-external-device-context-and-token-required-before-enable,NONE,live-token-required-before-enable,no-lease-no-close,bridge-MC26.1.2-NeoForge-vulkan-sampler-LUMIN_TO_MINECRAFT,ZERO_COPY_UNSAFE,26.1.2-1,neoform-official-mappings,f5ba20713963db05c337a3fee26291b6f45728f04259520b2a805cdeb65c9e03,a85a9b77f4946f753ed64867492749bd8b21247e86682caddd1ae43ed12a49c2,4f7322d60daea68f820c263b3dcabe9600324582906fc30f27d30b400b178c50,net.neoforged:neoform:26.1.2-1@zip,3eb9f8cc282badfbc210a27a8304f14cc58fa40401a94072874dfaded3c8cb52,vanilla-26.1.2-to-26.2-v1,f9dc86cf5fd32eecfcde50418711f002085122219a4258db121de678b3609677
